geneSYM-ensembl,gs-vs-gc log2FC,gs-vs-gc FDR,,,
Trim3,-0.060166224,0.731722499,,,
Numa1,-0.060171617,0.355675636,,,
Scly,-0.060173856,0.808163841,,,
Cfap53,-0.060181272,NA,,,
RP23-386F15.3,-0.060211366,NA,,,
RP23-117P3.3,-0.060217612,NA,,,
Tmem236,-0.060217612,NA,,,
RP23-389C9.3,-0.060220261,NA,,,
Clcn4,-0.060237529,0.564889633,,,
RP23-61D6.4,-0.060345928,NA,,,
RP23-38B15.1,-0.060424532,NA,,,
RP23-372C7.4,-0.060433227,NA,,,
RP23-336F4.1,-0.060441596,NA,,,
RP24-64D24.4,-0.060458123,0.786585624,,,
Acta2,-0.060481685,0.731772153,,,
Fbxo15,-0.060507153,NA,,,
Pelo,-0.060514978,0.801633055,,,
RP23-418G1.1,-0.060523537,NA,,,
RP23-317F9.2,-0.060549573,NA,,,
Mau2,-0.060573204,0.460193048,,,
Cd14,-0.060592056,0.825874855,,,
Ric8,-0.06059888,0.541690669,,,
RP24-404P10.2,-0.060607118,NA,,,
RP23-310J6.3,-0.060614167,NA,,,
Ptov1,-0.060631281,0.568068121,,,
Iqcc,-0.060644194,0.801841029,,,
Lbh,-0.060660777,0.649287574,,,
Zfp619,-0.060667736,0.841934086,,,
RP23-26I10.1,-0.060718012,NA,,,
Iqce,-0.060731016,0.701757894,,,
Sdcbp,-0.060745456,0.382110618,,,
RP24-574O8.8,-0.060751152,NA,,,
Ppp2r1b,-0.060755396,0.413775592,,,
Zfp119a,-0.060755543,0.811460012,,,
Macf1,-0.060764398,0.268525335,,,
RP23-180C14.1,-0.060778625,0.845445058,,,
Cacul1,-0.060787662,0.386692413,,,
Sdcbp2,-0.060796341,0.841233539,,,
Ap3b1,-0.060827822,0.515741066,,,
Hhipl1,-0.060839452,NA,,,
Cryz,-0.060847846,0.757899271,,,
Pcdhgb5,-0.060912242,NA,,,
Rabl6,-0.060936854,0.425050492,,,
RP23-411B11.4,-0.060959869,NA,,,
Elovl1,-0.060974219,0.587241009,,,
Zdhhc12,-0.061028432,0.709202492,,,
Ap1m2,-0.06105997,0.498941264,,,
RP23-334I5.4,-0.061064898,NA,,,
Gm23690,-0.06108682,NA,,,
Fam187a,-0.061095079,NA,,,
RP23-68O7.2,-0.061117979,NA,,,
RP23-442M18.5,-0.061120106,NA,,,
Uri1,-0.061123759,0.647701064,,,
Gm8225,-0.061138868,0.831858969,,,
Cblc,-0.061141378,0.656550584,,,
Tmem267,-0.061160723,0.838076007,,,
Tcf12,-0.061165781,0.443007327,,,
Mir125a,-0.06117309,NA,,,
Cx3cr1,-0.0611975,NA,,,
Plekhs1,-0.06119822,NA,,,
Akr1c19,-0.061199395,NA,,,
Ppp1r3d,-0.061201246,0.845335987,,,
RP23-32P19.3,-0.06120831,NA,,,
Cox18,-0.061216016,0.65254853,,,
AC121113.1,-0.061264314,0.566729054,,,
Ddx3x,-0.061271677,0.397718561,,,
Dscr3,-0.061343462,0.525534883,,,
Chd2,-0.061344706,0.514741716,,,
Myo19,-0.061356827,0.565560324,,,
RP23-26J4.3,-0.061405658,0.829359205,,,
RP23-317L18.3,-0.061419716,NA,,,
Asah1,-0.061422616,0.469811964,,,
RP24-164P24.2,-0.06143645,NA,,,
RP23-256B18.1,-0.061452723,NA,,,
Arsg,-0.061488118,NA,,,
RP24-498L21.2,-0.061488118,NA,,,
Sprr2a2,-0.061488118,NA,,,
Tbx18,-0.061488118,NA,,,
Mapre3,-0.061528342,0.82817527,,,
Gm24996,-0.06161601,NA,,,
Gm25323,-0.061625214,NA,,,
RP23-58K20.2,-0.061654616,NA,,,
RP23-118B13.3,-0.061664101,NA,,,
Abhd13,-0.061713001,0.528828547,,,
RP23-285C21.7,-0.061730931,0.837051128,,,
Psmd11,-0.061748737,0.480760232,,,
Dnal1,-0.061757124,0.806886018,,,
RP23-133N24.2,-0.061776547,NA,,,
RP24-428N8.5,-0.061777615,NA,,,
Ppcs,-0.061788917,0.744333426,,,
Agap2,-0.061822831,NA,,,
Map2k7,-0.061831524,0.705045639,,,
AC122773.2,-0.061838283,NA,,,
Sdhaf4,-0.061877081,0.710634214,,,
Tnfrsf22,-0.061902685,0.801353821,,,
Zfp729a,-0.061959256,0.702666176,,,
Specc1l,-0.061967838,0.479046621,,,
Trappc2l,-0.061973061,0.694381977,,,
Wdr61,-0.061998169,0.379917777,,,
Smim10l2a,-0.062000225,NA,,,
Mipol1,-0.062005,0.820114342,,,
Stk3,-0.062005619,0.61009948,,,
Atl2,-0.062006159,0.588681516,,,
RP23-292C5.8,-0.062017373,NA,,,
Ptges3l,-0.062031349,NA,,,
Hps6,-0.062107523,0.635624015,,,
Zfp467,-0.062109154,0.838714424,,,
Sema3g,-0.062126374,NA,,,
RP23-185A21.4,-0.062129861,NA,,,
Slc15a1,-0.062129861,NA,,,
Gm16386,-0.062132019,0.830539641,,,
Map2k2,-0.062255044,0.4797395,,,
RP24-353D23.1,-0.06225718,0.509019945,,,
Ackr4,-0.062281643,NA,,,
Zfp428,-0.062294561,0.783627175,,,
RP23-385C21.6,-0.062317552,NA,,,
Tor1aip2,-0.062333867,0.303027698,,,
Derl2,-0.062359549,0.491054338,,,
RP23-333I5.3,-0.062369573,NA,,,
Pcdhga5,-0.062454834,NA,,,
Aldh9a1,-0.062455264,0.486088665,,,
RP23-92M3.1,-0.062469461,NA,,,
Fam78b,-0.062496856,0.81720212,,,
Lrrc47,-0.062502869,0.645909021,,,
Vsnl1,-0.062523009,0.808127979,,,
Aif1,-0.062536296,NA,,,
Ccdc88c,-0.062542055,0.631855178,,,
Fn1,-0.062543342,0.391387528,,,
Arpc5l,-0.062556974,0.476064191,,,
RP23-220D12.13,-0.062565922,0.825482076,,,
RP23-2M16.2,-0.062572895,NA,,,
Piezo1,-0.062613072,0.46068057,,,
Nfkbia,-0.062625064,0.450863186,,,
Dram2,-0.062627607,0.744865085,,,
Plin3,-0.06267634,0.529044765,,,
Fam134a,-0.062682518,0.4963552,,,
Hlx,-0.062687271,0.841233539,,,
Proca1,-0.062751196,NA,,,
Armc7,-0.062776667,0.812765941,,,
Nr4a3,-0.06279321,NA,,,
Mir1898,-0.06280189,NA,,,
Zc3h7a,-0.062821825,0.423050835,,,
Mrln,-0.062839141,NA,,,
RP24-556H22.3,-0.062887642,NA,,,
Ier5,-0.062942673,0.493296694,,,
Spata2,-0.062961862,0.677794443,,,
Bfar,-0.062992435,0.65254853,,,
RP23-118E21.8,-0.063005884,0.839839422,,,
Cmpk2,-0.06305132,NA,,,
Mir3057,-0.063083626,NA,,,
Dlx4os,-0.063107479,NA,,,
RP24-255E8.1,-0.063107479,NA,,,
Zfp418,-0.063116315,0.830266384,,,
Best2,-0.06313304,NA,,,
Brms1l,-0.063136699,0.695318221,,,
Scd1,-0.063141214,0.441026359,,,
Nisch,-0.063143985,0.371219649,,,
Fam20b,-0.063185073,0.359251658,,,
Crbn,-0.063217684,0.619592476,,,
AC163329.3,-0.06326054,NA,,,
Mpp3,-0.063285264,NA,,,
Chst15,-0.063289808,0.61427367,,,
Ccdc107,-0.063331023,0.752654705,,,
Rnf19a,-0.063337181,0.491812321,,,
RP23-44N12.3,-0.063355217,0.82237151,,,
RP23-218C5.2,-0.063390215,NA,,,
RP24-277J22.4,-0.063420325,0.831075459,,,
RP23-468P13.2,-0.063421859,0.831429694,,,
RP24-492D11.3,-0.063432994,NA,,,
Slc35f1,-0.063446506,NA,,,
RP24-87L14.1,-0.063461078,0.783036874,,,
Tmem256,-0.063474325,0.673451373,,,
Pdia6,-0.063497143,0.358081748,,,
Fam3b,-0.063595412,NA,,,
Disp1,-0.063660916,0.757385299,,,
RP24-248P14.2,-0.063687114,NA,,,
Selt,-0.063725985,0.545047712,,,
Krt84,-0.063761024,NA,,,
Ireb2,-0.063769193,0.650410631,,,
Tor1aip1,-0.06379248,0.652895496,,,
RP23-441J16.4,-0.063794132,NA,,,
Ribc1,-0.063797926,0.838002968,,,
Pcgf2,-0.063858524,0.816270518,,,
mt-Tp,-0.063880365,0.834579773,,,
Gm27320,-0.063883829,NA,,,
RP24-88J19.2,-0.063883829,NA,,,
Gm27401,-0.063894188,0.837054152,,,
Ppp2r2a,-0.063917915,0.736010915,,,
Tmem255a,-0.06398422,NA,,,
Cox7a2,-0.064012754,0.386034822,,,
Stxbp2,-0.064021566,0.48345393,,,
Jade2,-0.064077459,0.728278317,,,
AW011738,-0.064084291,NA,,,
Pfn1,-0.064119316,0.531466463,,,
Farp1,-0.064156223,0.68942232,,,
Cisd2,-0.064162643,0.666486513,,,
RP23-261M19.4,-0.064194699,0.835471302,,,
Lrrn4,-0.064223532,NA,,,
Saa3,-0.064233778,0.834579773,,,
Slc26a2,-0.064273296,0.500257385,,,
Mib2,-0.0642939,0.746530053,,,
Skida1,-0.064306622,0.821084741,,,
Mt1,-0.064367574,0.821087884,,,
RP23-108F2.4,-0.064432157,NA,,,
RP23-424C7.4,-0.064503474,NA,,,
Gldc,-0.064520351,NA,,,
AC130474.1,-0.06454494,NA,,,
Casd1,-0.064545988,0.794975677,,,
Ehbp1l1,-0.064556943,0.33491303,,,
AC158971.1,-0.064639078,0.620951887,,,
Ppp1r10,-0.06465439,0.584608465,,,
Dst,-0.064684468,0.288216322,,,
RP23-346I1.4,-0.064691456,NA,,,
RP23-315I4.2,-0.064694453,0.776176938,,,
Fbxo47,-0.064724834,0.820718802,,,
AC114603.1,-0.064729914,NA,,,
RP24-326A21.2,-0.064755887,NA,,,
Rapgef3os2,-0.064755887,NA,,,
Pglyrp2,-0.064757036,0.835158978,,,
Fam89b,-0.064792516,0.583028088,,,
Olfr344,-0.064800083,NA,,,
Gm5447,-0.06482238,NA,,,
Ift122,-0.064824848,0.680058819,,,
Phldb3,-0.064842913,0.731330966,,,
Jak1,-0.064865735,0.404457297,,,
RP23-103K12.3,-0.064891992,NA,,,
RP23-458A23.4,-0.064893047,NA,,,
RP24-115G23.1,-0.064904383,NA,,,
RP23-60O3.4,-0.064907404,0.820718802,,,
Kras,-0.064920351,0.483500259,,,
Dact3,-0.064975615,NA,,,
Ccdc82,-0.065004154,0.719851349,,,
Fbxo28,-0.065026108,0.412576705,,,
RP24-406I15.5,-0.065035932,NA,,,
Sc5d,-0.065037477,0.366069663,,,
Mmab,-0.065044883,0.618349845,,,
RP23-76J15.6,-0.065064711,NA,,,
Birc7,-0.065085523,NA,,,
Ndufa2,-0.065088256,0.479046621,,,
Galnt12,-0.065155555,0.764529814,,,
Capn8,-0.065211177,NA,,,
Txk,-0.065211177,NA,,,
Mir30b,-0.065217939,NA,,,
Efhd1,-0.065236638,NA,,,
RP23-18J1.2,-0.065254379,0.833865414,,,
Trim8,-0.065298064,0.501490911,,,
Trpm4,-0.065303782,0.637819353,,,
Gatsl2,-0.06530539,0.763860643,,,
Smco2,-0.065313556,NA,,,
Tnfrsf26,-0.065341726,0.826757706,,,
Gm22523,-0.065358689,NA,,,
Zfp407,-0.065411863,0.52261437,,,
RP24-406I15.1,-0.065417036,NA,,,
RP23-121D17.2,-0.065431227,NA,,,
RP23-374K9.7,-0.065441091,NA,,,
Wnt10b,-0.065443776,NA,,,
Vcp,-0.065455845,0.276495952,,,
Fut1,-0.065460576,NA,,,
Gm24561,-0.065473357,NA,,,
Skp1a,-0.065485087,0.358979226,,,
Spin1,-0.065493666,0.407668505,,,
Ccdc92b,-0.065500051,NA,,,
Il1f9,-0.065500966,0.629242456,,,
Aldh3b3,-0.065510568,NA,,,
Cdk19os,-0.065529424,NA,,,
Fbxo42,-0.065541423,0.563433977,,,
Mmp23,-0.065551613,NA,,,
RP23-461P7.1,-0.065576374,0.819771785,,,
Uba3,-0.065591238,0.373542229,,,
Purg,-0.065605181,0.827186247,,,
Robo1,-0.065663923,0.559753126,,,
Gbp3,-0.065670056,0.828208408,,,
RP24-500I24.5,-0.065684136,NA,,,
Slc37a4,-0.065685157,0.725882074,,,
AC159257.6,-0.065746176,0.829150732,,,
RP23-140F20.2,-0.065769825,NA,,,
Efhb,-0.065788623,NA,,,
RP24-193D9.4,-0.065789727,0.831858969,,,
Sfr1,-0.065865422,0.265854686,,,
Bcap31,-0.065865638,0.423241331,,,
Snx21,-0.065877048,0.750373866,,,
Dgkz,-0.065917124,0.43260419,,,
Tulp2,-0.065924076,NA,,,
Col6a5,-0.066073719,NA,,,
Ccm2,-0.066101303,0.524047734,,,
Cd7,-0.066110517,NA,,,
Pomk,-0.066110564,0.727509941,,,
Tmem175,-0.066112932,0.763673354,,,
Usp19,-0.066119667,0.402156098,,,
Gml,-0.066132731,NA,,,
Rlim,-0.066196949,0.364607716,,,
Nek3,-0.066209009,0.778778028,,,
Kirrel,-0.066210114,0.443613044,,,
Evl,-0.066240711,0.640166956,,,
Tma7,-0.066267897,0.731722499,,,
Atp6v1h,-0.066289346,0.3975992,,,
Tnrc18,-0.066335329,0.459947181,,,
Srpr,-0.066336275,0.422822077,,,
Phldb1,-0.066338354,0.456620459,,,
RP23-264E23.1,-0.066338827,NA,,,
Pfn2,-0.066348067,0.829745419,,,
RP24-366H8.3,-0.06640215,NA,,,
Gm27684,-0.066416648,NA,,,
Dync1h1,-0.066420887,0.406038421,,,
Arhgap33,-0.066437628,NA,,,
Zbtb7b,-0.066491824,0.567635667,,,
Scml4,-0.066565159,NA,,,
Kat5,-0.066607315,0.479046621,,,
Phf14,-0.066675703,0.545564231,,,
RP23-466M3.1,-0.066691194,NA,,,
Cul5,-0.066725197,0.478231125,,,
Src,-0.066727534,0.346646542,,,
Hoxaas2,-0.066728505,NA,,,
Tjp2,-0.066739893,0.249046336,,,
Plppr2,-0.066740581,0.822956986,,,
Fbxo34,-0.066792293,0.703440851,,,
RP24-80F7.7,-0.066796516,NA,,,
Coro6,-0.066851864,0.811754343,,,
Fam43b,-0.066884847,NA,,,
Foxl2os,-0.066889382,0.822956986,,,
Timm17b,-0.066911962,0.683557619,,,
Crybg2,-0.066988926,0.816441925,,,
RP23-94N18.4,-0.066991611,0.821530296,,,
RP24-277J22.3,-0.067020881,0.826277761,,,
RP24-330M21.1,-0.06707053,0.828268126,,,
Mtmr3,-0.067082676,0.376313863,,,
Gata2,-0.067102909,NA,,,
Znhit2,-0.067121858,0.620539906,,,
RP23-16D9.7,-0.067147719,NA,,,
RP23-360L22.2,-0.067150421,NA,,,
Gpc1,-0.067151051,0.371409482,,,
RP24-221F4.2,-0.067154178,0.602749812,,,
RP24-418J10.5,-0.067171777,NA,,,
Pkm,-0.067174339,0.357883779,,,
Bet1,-0.067198472,0.668075101,,,
Esyt3,-0.067222394,NA,,,
Slc25a2,-0.067251776,NA,,,
Myo18b,-0.067292317,NA,,,
Ssmem1,-0.067296945,NA,,,
Aldh3b1,-0.067297225,0.820718802,,,
RP23-192C21.3,-0.067307042,NA,,,
RP23-406J21.3,-0.067309338,NA,,,
RP23-201C9.2,-0.067357418,NA,,,
Homer3,-0.067376376,0.504224693,,,
Lims1,-0.067414915,0.402360838,,,
Birc2,-0.067455623,0.581391889,,,
Amd1,-0.067460342,0.351407073,,,
Tax1bp1,-0.067486604,0.352145423,,,
Itgb3bp,-0.067511779,0.797578022,,,
RP23-430M12.2,-0.067568294,NA,,,
RP23-262J12.2,-0.067579667,0.826050688,,,
Gjc3,-0.067579762,NA,,,
Lgmn,-0.067587454,0.654567081,,,
AC163434.5,-0.06760179,NA,,,
RP23-233B6.2,-0.067704405,0.42141208,,,
RP23-331E5.10,-0.067781279,0.826188513,,,
RP23-4H14.1,-0.067820425,NA,,,
Dock7,-0.067831207,0.459245934,,,
R3hcc1,-0.067902881,0.735547091,,,
Cyth3,-0.068010628,0.382396923,,,
Extl3,-0.068015076,0.423995109,,,
Tnip1,-0.068021509,0.605400771,,,
Supt7l,-0.068033246,0.646800636,,,
Rncr4,-0.068043933,NA,,,
Ist1,-0.068060905,0.397718561,,,
RP23-230O9.15,-0.068061077,NA,,,
Scyl3,-0.068069659,0.570905748,,,
Gm26669,-0.068090474,NA,,,
Ces2f,-0.068095996,0.667787399,,,
Cbr4,-0.068097966,0.714462242,,,
Ltb4r1,-0.068099898,0.718927845,,,
Apc2,-0.068118601,0.823618711,,,
Arih2,-0.068129104,0.476485311,,,
Cacna1i,-0.068137005,NA,,,
Col3a1,-0.068140606,NA,,,
Gpx8,-0.068141398,0.493260845,,,
Orc4,-0.068226966,0.48543975,,,
Zfp606,-0.068231115,0.732306388,,,
RP23-88C11.2,-0.068246274,NA,,,
Fam134c,-0.068256839,0.452117225,,,
Pmp22,-0.068268571,NA,,,
Alox8,-0.068269427,NA,,,
Trib1,-0.06830946,0.715933026,,,
Git1,-0.068366852,0.568068121,,,
Eif4e3,-0.06837664,0.571524294,,,
Hscb,-0.068380027,0.749583702,,,
Plekhf2,-0.068388136,0.65504508,,,
F2,-0.068390608,NA,,,
RP24-573N21.3,-0.068419417,NA,,,
Sp100,-0.068437452,NA,,,
Cap1,-0.068477887,0.334860339,,,
Lrrc75a,-0.068511083,NA,,,
AC127333.1,-0.068527587,0.72065189,,,
RP24-441F24.2,-0.068600032,NA,,,
Carhsp1,-0.068624407,0.270812249,,,
RP24-426M1.4,-0.068631093,NA,,,
RP24-114E18.8,-0.068636574,0.400737901,,,
Nsf,-0.068691403,0.499722699,,,
Cyb5r3,-0.068720347,0.405069501,,,
Atox1,-0.06872931,0.455216272,,,
Liph,-0.068745881,0.811871227,,,
RP23-191P7.1,-0.068800272,NA,,,
RP23-60E24.3,-0.068881337,0.821561939,,,
Gpr155,-0.068889894,0.800143177,,,
Acsm3,-0.068890526,NA,,,
Cd2ap,-0.068921674,0.491435219,,,
RP24-372J15.4,-0.068932819,NA,,,
Srp72,-0.068935992,0.326895895,,,
RP23-3F1.4,-0.068937502,0.807714484,,,
Ctla2b,-0.068939583,NA,,,
RP23-359F12.4,-0.068945069,NA,,,
Ccdc127,-0.068970412,0.530363973,,,
Ywhab,-0.068983654,0.255385733,,,
Kcnc3,-0.068993416,NA,,,
Aldh1a1,-0.069015047,NA,,,
RP23-318I19.2,-0.069028683,NA,,,
Gm23451,-0.069044398,0.814191524,,,
Tctn1,-0.069063738,0.696357253,,,
Mblac1,-0.069091744,0.81970006,,,
RP24-285L8.3,-0.069168211,NA,,,
Gm11110,-0.069170778,0.802345463,,,
RP23-414P13.9,-0.069179527,NA,,,
Carkd,-0.069201873,0.503251578,,,
RP23-321N22.8,-0.069226281,0.814764816,,,
Capns1,-0.069284538,0.448594018,,,
Immp1l,-0.069371032,0.695137949,,,
Nek9,-0.069387383,0.489075427,,,
Wbp1l,-0.069417571,0.309312413,,,
Defb14,-0.069421999,0.821084741,,,
Bcar3,-0.069439713,0.354149106,,,
Limk1,-0.069440739,0.564889633,,,
Sema4a,-0.069452109,0.698701589,,,
RP23-358D12.1,-0.069474569,NA,,,
RP23-269E5.14,-0.069476392,NA,,,
Gm25451,-0.06949862,NA,,,
Edrf1,-0.069503747,0.519466295,,,
Tor1b,-0.069514469,0.426950941,,,
Sulf2,-0.069522686,0.434961465,,,
Mir1894,-0.069533234,0.821141125,,,
Tnnc2,-0.069542088,NA,,,
Tmem128,-0.0695558,0.51123076,,,
Sdhaf3,-0.069576055,0.786831878,,,
Gm25127,-0.069576383,NA,,,
Rab2a,-0.069625279,0.413908425,,,
Atg4b,-0.069642442,0.479046621,,,
Camkv,-0.069678969,NA,,,
RP23-179D3.2,-0.069722258,NA,,,
RP23-413C19.2,-0.069724809,0.808693296,,,
Tgoln1,-0.069776785,0.482990594,,,
Gm47284,-0.069799427,NA,,,
Klra17,-0.069829363,NA,,,
Dpysl2,-0.069838522,0.518039098,,,
RP24-418P10.2,-0.069842398,NA,,,
Uevld,-0.069844416,0.699723392,,,
RP23-331P21.7,-0.06984775,NA,,,
Zfp341,-0.06989997,0.807107327,,,
Tmem62,-0.069910864,0.811743604,,,
Atxn7l1,-0.069926465,0.819771785,,,
Fcrlb,-0.069927662,NA,,,
RP23-48M16.1,-0.069927662,NA,,,
Bcor,-0.069967359,0.605234107,,,
RP23-116P18.2,-0.069973725,NA,,,
RP24-119I10.2,-0.070057885,NA,,,
Ndst2,-0.070103492,0.724505207,,,
RP23-414A20.3,-0.070130393,NA,,,
RP23-103H3.1,-0.07017742,NA,,,
Napepld,-0.070210645,0.808163841,,,
RP23-188H3.3,-0.070222882,NA,,,
RP23-363K7.6,-0.070246835,NA,,,
Gm22884,-0.070259469,NA,,,
Agpat9,-0.070284018,0.770194369,,,
Arpc2,-0.070301852,0.219476535,,,
Lce3c,-0.070338364,NA,,,
RP24-90K19.3,-0.070373839,NA,,,
Scarna3b,-0.070381902,NA,,,
Rab15,-0.070398253,0.819056353,,,
Paip1,-0.070407199,0.443007327,,,
RP23-400L4.7,-0.070439295,NA,,,
RP23-231L5.1,-0.070464403,NA,,,
Usp33,-0.070479853,0.57096498,,,
Capn15,-0.070498581,0.714462242,,,
Lyrm2,-0.070507434,0.7499079,,,
Mir6407,-0.070508655,NA,,,
Tmem45b,-0.070512707,NA,,,
Tsku,-0.070568585,0.467506188,,,
RP23-62E9.4,-0.070576035,NA,,,
Stk40,-0.070607346,0.783743685,,,
RP23-26I10.5,-0.07066792,NA,,,
Dnm1l,-0.070686541,0.310408059,,,
RP23-258L8.1,-0.070704766,NA,,,
Brf1,-0.070748155,0.625986019,,,
RP24-122N24.3,-0.070823104,NA,,,
Ipo8,-0.070840045,0.309527613,,,
Foxf1,-0.070841302,NA,,,
RP23-5H15.2,-0.070845745,NA,,,
Ankrd16,-0.070958876,0.682172863,,,
Ern1,-0.070983867,0.499275254,,,
Tmod1,-0.070984518,NA,,,
Tm9sf2,-0.070994574,0.314554982,,,
Ints9,-0.07100084,0.765482297,,,
Lrba,-0.071007695,0.352657869,,,
Fam171a1,-0.071018078,0.453559824,,,
Lfng,-0.071027525,0.468693627,,,
Tmem38b,-0.071045275,0.777222199,,,
Slc22a15,-0.071098889,0.698828756,,,
Gspt1,-0.071104475,0.393469081,,,
RP24-156K15.4,-0.071135959,0.81720212,,,
RP23-334M9.5,-0.071156085,NA,,,
Agfg1,-0.071161386,0.313356381,,,
Htra1,-0.071173466,0.262502849,,,
Rab7,-0.071174891,0.35838871,,,
Dnajb4,-0.071177368,0.703440851,,,
Snora47,-0.071197325,NA,,,
Gm26514,-0.071198798,NA,,,
Ralgapb,-0.071207019,0.406267688,,,
Ccnl2,-0.071208384,0.361310438,,,
Klc4,-0.071223852,0.745267274,,,
Gga1,-0.071419459,0.560870667,,,
Zfp950,-0.071441423,0.700028538,,,
Tubb4a,-0.071463405,NA,,,
Cpped1,-0.071470793,0.444926093,,,
RP23-360J20.1,-0.071522704,0.814191524,,,
Fyttd1,-0.071597922,0.405554617,,,
Stxbp1,-0.071621552,0.764577105,,,
Azgp1,-0.071693312,NA,,,
RP23-339I6.1,-0.071697141,NA,,,
Pdlim5,-0.071733808,0.306050646,,,
Wrb,-0.071775553,0.710634214,,,
Glrx2,-0.071780342,0.651459972,,,
Osbpl7,-0.071788696,0.790664613,,,
Gm24608,-0.07181993,NA,,,
Gbp2,-0.071830781,0.810525019,,,
Sin3b,-0.071833533,0.356309888,,,
Pabpn1,-0.071860711,0.699463893,,,
Sqle,-0.071929449,0.230888299,,,
H2-DMa,-0.071951812,0.805578321,,,
Habp4,-0.071969857,0.698828756,,,
Chid1,-0.072007098,0.508843041,,,
AC107822.5,-0.072015882,0.814254981,,,
Vps26b,-0.072061248,0.394695121,,,
Atp13a2,-0.072067567,0.700028538,,,
Lpxn,-0.072098114,NA,,,
RP23-381K21.2,-0.072105007,0.814191524,,,
Atp5h,-0.072111833,0.403902392,,,
Hoxb8,-0.0721121,NA,,,
Cpt1b,-0.07217042,NA,,,
Ppip5k1,-0.072179591,0.482955979,,,
Phlpp1,-0.072217557,0.596141456,,,
Nutf2-ps1,-0.072226265,NA,,,
Mpz,-0.072235596,NA,,,
Ly6e,-0.072235798,0.696720426,,,
Tfap2c,-0.072241385,0.542805836,,,
RP23-40G2.3,-0.07224978,0.662532948,,,
Cdon,-0.072266992,0.722873402,,,
Krt90,-0.072312051,NA,,,
Krt1,-0.072332699,NA,,,
Gm26762,-0.072386584,NA,,,
Hbs1l,-0.072430536,0.295358504,,,
Gatsl3,-0.072473055,0.596752554,,,
RP23-18P10.1,-0.07248002,NA,,,
RP24-444I15.4,-0.072480213,NA,,,
Serpini1,-0.072482448,NA,,,
Washc3,-0.072574296,0.586302961,,,
Med19,-0.072606281,0.429835606,,,
Fscn1,-0.072661015,0.324382286,,,
Pex2,-0.072682596,0.570905748,,,
Prr14l,-0.072751625,0.422822077,,,
Jam2,-0.072767747,NA,,,
Pcbp4,-0.072787465,0.621936127,,,
RP23-127O4.4,-0.072789875,NA,,,
Homez,-0.072790189,0.796763135,,,
Ncor1,-0.072811348,0.327703598,,,
RP24-324M11.1,-0.072841726,0.807526896,,,
Gm22847,-0.072866178,NA,,,
Zfp691,-0.072870687,0.801313835,,,
Thsd4,-0.072903433,0.586077948,,,
Mgea5,-0.072916161,0.241121972,,,
F630040K05Rik,-0.072974474,NA,,,
RP24-294K15.7,-0.07298901,NA,,,
Rbak,-0.072989144,0.684600688,,,
RP24-413A18.4,-0.072991647,NA,,,
Cat,-0.073034072,0.364882801,,,
C2cd4b,-0.073052665,NA,,,
Gid8,-0.073088827,0.499722699,,,
Nedd4,-0.07313015,0.163799228,,,
RP23-463F22.3,-0.073139674,0.796763135,,,
RP23-52D18.4,-0.073202741,NA,,,
Leng9,-0.073261239,0.811617765,,,
RP23-325I3.1,-0.073285573,0.694558086,,,
Pou5f2,-0.073286172,NA,,,
Slc35b4,-0.073305421,0.599114421,,,
Phf12,-0.073316579,0.587824296,,,
Art4,-0.073336225,0.811460012,,,
RP24-329C11.9,-0.073421454,0.799040673,,,
Snx4,-0.073505646,0.35015267,,,
Ovca2,-0.073512042,0.730952094,,,
RP23-28P17.3,-0.073514806,NA,,,
9930111J21Rik1,-0.073527979,NA,,,
Rmnd5a,-0.073589802,0.409331818,,,
Tnfsf13os,-0.073594769,NA,,,
Gm24769,-0.073597139,NA,,,
RP23-404J7.5,-0.073607769,0.810525019,,,
RP24-560I8.2,-0.073615222,NA,,,
Myh7b,-0.073625626,NA,,,
B430218F22Rik,-0.073626773,NA,,,
RP23-453B15.4,-0.073651889,NA,,,
Lcorl,-0.073665892,0.644388211,,,
Psme4,-0.073673575,0.315096438,,,
Adck4,-0.073746667,0.667750676,,,
Acyp1,-0.073782102,0.786260724,,,
Hs3st6,-0.073793454,0.807677633,,,
Mir711,-0.073802752,NA,,,
RP23-235H10.4,-0.073870812,0.80994371,,,
Nufip2,-0.073879557,0.422874621,,,
RP23-343E20.2,-0.073889112,0.587812163,,,
Ywhaz,-0.073922919,0.260451124,,,
Gpr20,-0.073960278,NA,,,
Znfx1,-0.07396562,0.434710495,,,
Psmc3ip,-0.074087102,0.599114421,,,
Brox,-0.074110325,0.396653321,,,
Kif5c,-0.074188803,0.807526896,,,
Borcs5,-0.074193837,0.776835142,,,
Ggps1,-0.074194991,0.492264892,,,
D630036H23Rik,-0.074200943,NA,,,
Gpatch11,-0.074250023,0.594125188,,,
Tnrc6c,-0.074253905,0.519841118,,,
Slc4a9,-0.074300673,NA,,,
Gm26536,-0.074312453,NA,,,
Ablim1,-0.074338196,0.262331299,,,
RP23-186O3.13,-0.074340254,NA,,,
Zfp260,-0.074358895,0.492121544,,,
RP23-303A11.3,-0.074382062,NA,,,
Carns1,-0.074389221,0.798927294,,,
Leprot,-0.074396436,0.456839678,,,
Ccdc162,-0.074398865,NA,,,
Prrg4,-0.074411507,0.435709838,,,
RP24-201C14.5,-0.074431794,NA,,,
Efcab2,-0.074433346,0.803782104,,,
Ldha,-0.074464302,0.196979202,,,
